"year","school_id","school_name","school_address","school_city","school_state","school_district","website","nces_id","school_type","school_locale","locale_rural","locale_suburban","locale_urban","school_enrollment","pct_aian","pct_asian","pct_bipoc","pct_black","pct_latinx","pct_multiple","pct_nhpi","pct_white","pct_ell","pct_frpl","pct_swd","school_desc_homeschool","school_desc_hybrid","school_desc_micro","school_desc_sws","school_desc_virtual","school_desc_other","school_desc_other_text","school_description","school_desc_magnet","school_desc_title_i","teaching_diversity","leadership_diversity","leader_gender","leader_race","leader_tenure","grades_pk","grades_elementary","grades_middle","grades_high","grades_k","grades_1","grades_2","grades_3","grades_4","grades_5","grades_6","grades_7","grades_8","grades_9","grades_10","grades_11","grades_12","grades_past_12","grades_other","grades_other_text","average_ela","average_math","focus_bipoc","focus_economic_disadvantage","focus_emergent_bilingual","focus_foster","focus_homeless","focus_interrupted","focus_juvenile_justice","focus_multilingual","focus_newcomer","focus_swd","focus_other","focus_other_text","inclusive_emergent_bilingual","inclusive_juvenile_justice","inclusive_newcomer","inclusive_swd","inclusive_other","inclusive_other_text","leaps_affirmation","leaps_anytime_anywhere","leaps_connection","leaps_customization","leaps_high_expectations","leaps_relevance","leaps_rigorous_learning","leaps_self_direction","leaps_social_consciousness","leaps_whole_child","leaps_rank_affirmation","leaps_rank_anytime_anywhere","leaps_rank_connection","leaps_rank_customization","leaps_rank_high_expectations","leaps_rank_relevance","leaps_rank_rigorous_learning","leaps_rank_self_direction","leaps_rank_social_consciousness","leaps_rank_whole_child","catalyst_covid","catalyst_cutting_edge","catalyst_demographics","catalyst_external","catalyst_inequities","catalyst_internal","catalyst_stakeholders","catalyst_student_agency","catalyst_teacher_agency","catalyst_other","catalyst_other_text","catalyst_key_covid","catalyst_key_cutting_edge","catalyst_key_demographics","catalyst_key_external","catalyst_key_inequities","catalyst_key_internal","catalyst_key_stakeholders","catalyst_key_student_agency","catalyst_key_teacher_agency","catalyst_key_other","suggested_tags","tag_eval","contact_email","contact_name","contact_role","respondent_email","respondent_name","respondent_role","nominator"
2023,620,"Atlas Public Schools","2845 Washington Blvd","St. Louis","Missouri","0","https://www.atlaspublic.org/",NA,"Public charter school","Urban",0,0,1,200,0,0,0.78,0.71,0.02,0.05,0,0.22,0.02,0.7,0.11,0,0,0,0,0,0,NA,"Atlas is designed for joyful and authentic learning. Students are exposed to a rigorous curriculum that integrates meaningful, real-world experiences. Students are known, loved, and given the specific supports and challenges they need to thrive.",NA,NA,"25 - 49% people of color","25 - 49% people of color","Woman","Black",NA,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nance@atlaspublic.org","Tierrus Nance","Head of School","nance@atlaspublic.org","Tierrus Nance","Head of School","NewSchools Venture Fund"
2023,619,"Vista Innovation and Design Academy","740 Olive Ave","Vista","California","Vista Unified","http://www.vida.vistausd.org","064119006825","Public district school","Suburban",0,1,0,807,0,0.02,0.68,0.01,0.57,0.06,0,0.32,0.05,0.58,0.1,0,0,0,0,0,0,NA,"We are a true equity project, opening in 2014 as a new hope and opportunity for our neighborhood. Our first engagement is engagement for all students, ensuring that their hearts are stoked as well as their minds!",NA,NA,"0 - 24% people of color","0 - 24% people of color","Prefer not to say","Multiple races/ethnicities",NA,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,NA,1,0,1,1,0,NA,0,0,1,0,1,1,1,1,0,0,0,0,1,0,3,2,5,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ericchagala@vistausd.org","Eric Chagala","Principal","ericchagala@vistausd.org","Eric Chagala","Principal","The Learning Accelerator"
2023,615,"Oceti Sakowin Educational Learning Center","910 Sioux San Drive","Rapid City","South Dakota","N/A","oselearning.org",NA,"Independent (private) school","Multiple",0,0,1,6,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,"We have had some challenges the past six months and now offer additional support to most of our learners through after school programming. We are in the process of collaborating with community partners to re-imagine our approach and identifying resources and additional partners to help to work toward our vision.","Learners understand that """"We are Indigenous first--Lakota first. We cannot go home and take it off because it is in our DNA."""" OSELC uses this lens--the foundation of who we are--in our educational approach. We seek to cultivate and strengthen learners' (and our) cultural identities by validating Lakota knowledge using Lakota thought and philosophy as the reference point. Learners know they belong because we model how to be a good relative and that we are part of a collective reclaiming how we educate ourselves and our children. We nurture and harness curiosity and student inquiry, using their observations as a roadmap to know where to go and what to build upon the next day.",NA,NA,"75 - 100% people of color","75 - 100% people of color","Woman","American Indian & Alaska Native",NA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,0,0,0,1,0,1,0,2,3,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tamera@hahanna.org","Tamera Miyasato","Founder","tamera@hahanna.org","Tamera Miyasato","Founder","Transcend"
2023,608,"Legacy Classical Christian Academy","12501 Hwy 287","Haslet","Texas","Private","www.legacyclassical.org","A1190082","Independent (private) school","Suburban",0,1,0,103,0.03,0.07,0.38,0.04,0.17,0.07,0,0.62,0.01,0.1,0,0,1,0,0,0,0,NA,"The learning environment is designed to create curious students who are excited to expand their knowledge and who instinctively desires to research unknown topics.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0.97,0.94,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"belinda.henson@legacyclassical.org","Belinda Henson","Head of School","belinda.henson@legacyclassical.org","Belinda Henson","Head of School","Transcend"
2023,607,"La Luz","361 Vrain St","Denver","Colorado","Independent","www.laluzeducation.org",NA,"Independent (private) school","Urban",0,0,1,13,0,0,0.46,0,0.31,0.15,0,0.54,0,0.39,0,1,0,1,0,0,0,NA,"We do not believe that students should sit at desks and chairs!  Instead, students at La Luz are out, learning in the community, 80% of every school day.  We partner with amazing organizations, such as The Denver Zoo or History Colorado to co-create a 6-week learning experience.  Yep, kids go everyday for 6-weeks to the zoo, or a museum, or any other great community partner.  Additionally, we spend a ton of time outdoors, in nature.  At least 20% of our year will be spent in nature, whether that is hiking, building snow caves, carving sticks or starting fires, we know just how critical being outside in nature is to our wellbeing.",NA,NA,"25 - 49% people of color","25 - 49% people of color","Man","White",NA,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,1,1,"Homeschool and traditional learners  are integrated",1,1,1,1,1,1,1,1,1,1,7,1,2,8,9,5,10,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kyle@laluzeducation.org","Kyle Gamba","Founder/Lead Learning Instigator","kyle@laluzeducation.org","Kyle Gamba","Founder/Lead Learning Instigator","Transcend"
2023,605,"8 Million Stories","3933 Tulane Street","Houston","Texas","Houston Independent School District","www.eightmillionstories.org",NA,"Public district school","Urban",0,0,1,75,0,0,1,0.8,0.2,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Learning at 8MS is grounded in building skills for employment and social-emotional support. As an intentionally small school, we create personalized plans and offer one-to-one support for each student to fuel their personal and academic growth. Rather than forcing young people to choose between school and work, 8MS consolidated instruction and enrichment into the morning so students are able to work in the afternoon, gaining exposure to workforce training, employment opportunities, and income.",NA,NA,"75 - 100% people of color","75 - 100% people of color","Man","Black",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"We have a mixture of students that are at-risk of dropping out and have dropped out of traditional public schools.",NA,NA,1,1,0,1,1,1,1,0,1,0,0,NA,0,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,1,2,9,6,4,3,7,8,5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mpierre@eightmillionstories.org","Marvin Pierre","Co-Founder/Executive Director","mpierre@eightmillionstories.org","Marvin Pierre","Co-Founder/Executive Director","Transcend"
2023,604,"The 1881 Institute","3142 Calhoun St","New Orleans","Louisiana","N/A","https://the1881institute.org/",NA,"Independent (private) school","Urban",0,0,1,10,0,0,1,0.09,0.01,0,0,0,0,1,0.3,1,0,0,0,0,0,NA,"Serving primarily African American students, autonomy has allowed us to institute the successful values and methods implemented after Reconstruction that created, by the year 1900, a virtually non-existent illiteracy rate among African-Americans under the age of 40. We do this by emphasizing math, English, character-building, and hands-on activities that are easily transferable to technical careers. Our core belief is that technical careers have the potential to help our students escape poverty by attaining sustainable wages.",NA,NA,"50 - 74% people of color","75 - 100% people of color","Man","Black",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,NA,NA,1,1,0,0,0,1,0,0,0,1,0,NA,0,0,0,1,0,NA,0,0,1,0,1,1,1,0,0,0,0,0,3,0,1,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bahiy@the1881school.org","Bahiy Watson","Executive Director","bahiy@the1881school.org","Bahiy Watson","Executive Director","Transcend"
2023,600,"Coatimundi Middle School","1374 W Frontage Rd","Rio Rico","Arizona","SCVUSD #35","http://ctms.scv35.org/","040752002768","Public district school","Rural",1,0,0,480,0,0.01,0.97,0,0.95,0,0,0.03,0.1,0.3,0.1,0,1,0,1,1,0,NA,"Our purpose is to provide a nurturing and safe school climate by building positive relationships, resulting in high academic and social achievement for ALL students. We prepare our students to become productive, lifelong learners, and responsible citizens. Our values are:  *Respect *Integrity *Collaboration *Perseverance *Growth Mindset *Hard Work *Accountability *Communication *Teamwork *Positive Relationships",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,0.17,0.35,0,0,1,1,1,0,0,1,0,1,0,NA,1,0,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,6,10,9,4,1,3,8,5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rcabrera@scv35.org","Rebekah L Cabrera","P:rincipal","rcabrera@scv35.org","Rebekah L Cabrera","P:rincipal","Center for the Future of Arizona"
2023,588,"Texas Tech University K-12","1901 University","Lubbock","Texas","Texas Tech University K-12","https://www.depts.ttu.edu/k12/",NA,"Public district school","Multiple",1,1,1,2500,0.02,0.02,0.45,0.13,0.37,0.07,0,0.55,0.02,0.19,0.04,0,0,0,0,1,0,NA,"Students learn to work independently and to set their own learning goals and pathways.  They assume more responsibility for their progress than in a traditional school setting.  The self-paced nature of the program allows students to progress more quickly if they choose.  The academic program is rigorous and reading- and writing-intensive, leading to development of essential college and career readiness skills.  Students enjoy opportunities to participate in their education from anywhere, at anytime.",NA,NA,"25 - 49% people of color","25 - 49% people of color","Woman","White",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0.92,0.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cari.moye@ttu.edu","Cari Moye","Principal","lisa.leach@ttu.edu","Lisa Leach","Curriculum Director","The Learning Accelerator"
2023,587,"Asu Preparatory Academy Digital","Po Box 877304","Tempe","Arizona","Asu Preparatory Academy Digital (522074)","http://asuprep.asu.edu","040096503556","Public charter school","Urban",0,0,1,4111,0.04,0.03,0.4,0.04,0.23,0.05,0,0.6,0.05,0.16,0.1,0,0,0,0,1,1,"We are both a school and service provider for schools in AZ and nationally/internationally","ASU Prep Digital’s educational model integrates the K-12 and university experience to acclimate students to a college mindset and community and to accelerate time to degree. Courses are designed to give students choice and pace options. Students routinely interact with highly qualified instructors and have personal learning success coaches who ensure they make progress toward their academic and career goals. ASU Prep Digital strategically opens ASU’s catalog of college courses to allow students to explore and earn course credit in future college majors and careers as they are ready. The entire learning experience is designed to grow student agency, choice, and strength in learning to navigate their own educational journey.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jrogier@asu.edu","Jill Rogier","Head of School","Jrogier@asu.edu","Jill Rogier","Head of School","The Learning Accelerator"
2023,577,"North Florida School of Special Education","223 Mill Creek Road","Jacksonville","Florida","Duval","www.northfloridaschool.org",NA,"Independent (private) school","Suburban",0,1,0,217,0.02,0.05,0.24,0.14,0.01,0.01,0.01,0.76,1,0.33,1,0,0,0,0,0,1,"We function as a private independant school for students with Intellectual and Developmental differences ages 6 - 22 years of age.","Classrooms are designed from a therapeutic perspective with muted lighting, sensory supports, small group instruction and differentiated learning. Academics are integrated with social skills, art, music, P.E., garden and barn classes including caring for our four horses, pigs, chickens and rabbit. Independence, life skills and vocational skills are emphasized at all grade levels with a direct focus during Transition years 18-22. North Florida School of Special Education is a frontrunner in the field of Reverse Inclusion, a technique in which typical students and adults visit our school and are immersed in our special education classrooms. The purpose of Reverse Inclusion is to create a comfortable environment in which our students are able to interact successfully with their typical peers and appropriate role models.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,"North Florida School of Special Education serves students with intellectual and developmental differences between the ages of 6-22, and also offers a Postgraduate program for young adults between the ages of 22-40. NFSSE adheres to a 1:6 Teacher to Student ratio, and offers six levels of instruction within eleven classrooms.",0,0,0,1,0,NA,0,1,1,1,1,0,0,0,0,1,0,5,3,4,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d.rains1204@gmail.com","Dr. Debra Rains","Assistant Head of School","d.rains1204@gmail.com","Dr. Debra Rains","Assistant Head of School","Center on Reinventing Public Education"
2023,572,"Black Mother's Forum Microschool","1648 S. 16Th Street","Phoenix","Arizona","0","www.blackmothersforums.com",NA,"Independent (private) school","Urban",0,0,1,45,0,0,0.99,0.95,0.04,0,0,0.01,0,0.6,0.4,0,0,1,0,0,0,NA,"The student feels safe, cared for, relaxed, supported and has the freedom to fail and learn from mistakes.  Students feel accepted and free to have a bad day/moment and still be made to feel worthy and validated as a human being.",NA,NA,"75 - 100% people of color","75 - 100% people of color","Woman","Black",NA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,0.4,0.4,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"info@blackmothersforums.com","Janelle Wood","Founder, CEO","info@blackmothersforums.com","Janelle Wood","Founder, CEO","Transcend, Center on Reinventing Public Education"
2023,569,"The Sycamore School","4600 Fairfax Drive Suite 300","Arlington","Virginia","Arlington independent school","www.thesycamoreschoolva.org",NA,"Independent (private) school","Suburban",0,1,0,66,0,0.1,0.51,0.01,0.04,0.01,0.01,0.49,0.02,0.08,0.54,0,0,0,0,0,1,"I'm not sure if we would be considered a micro school. We currently serve 66 students grades 5-12 and will grow to 100-140 students. We're an independent private school who serves students who learn differently. We follow a Mastery-based learning model which includes differentiated instruction, and individualized learning, and student choice, We teach social-emotional skills and executive functioning skills alongside academic skills.","We want to help students identify and remove any barriers to their learning, so that they can be present in the classroom and open to learning. We want students to feel safe, develop positive relationships with staff and students, and enjoy learning.  Our goal is to develop independent life longer learners who can identify their strengths, self-advocate, apply what they've learned to our larger world.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,0,NA,1,0,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,8,10,6,3,2,7,5,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"karyn.ewart@thesycamoreschoolva.org","Karyn Ewart","Head of School","karyn.ewart@thesycamoreschoolva.org","Karyn Ewart","Head of School","Mastery Transcript Consortium"
2023,568,"Swiftwater Alternative High School","4244 Bullfrog Road","Cle Elum","Washington","Cle Elum-Roslyn","https://www.cersd.org/o/swiftwater","530135002987","Public district school","Rural",1,0,0,16,0,0,0.86,0,0,0.02,0,0.14,0,0.6,0.04,0,0,0,0,0,1,"Big Picture Learning school - Students attend school and internships for learning","Through Big Picture Learning, Swiftwater staff hopes to  create  a learning environment that fosters the  needs and interests of each student. In doing this, we hope to  instill a passion for learning, working, and service that will that will continue to follow students once they graduate from our program.  Big Picture Learning (BPL) puts students at the center of their education experience. This model of learning allows students to work closely with their advisor (teacher) to identify interests and  personalize learning.  Through Big Picture Learning, students will improve academic skills as well as participate in real world learning.  In BPL, learning is demonstrated through internships, crash labs, projects, portfolios, and exhibitions.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,"And super seniors",NA,NA,1,1,1,1,1,1,1,1,0,1,1,"Students who identify as LGBTQ",1,1,0,1,1,"Students who identify as LGBTQ  In general for all group types - we are a very small school, so may not have any or all of the above listed students at any given time.  However, we have had the listed student groups on occasion.",0,1,0,0,1,1,0,1,0,0,0,1,0,0,3,2,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"montgomerym@cersd.org","Michele Montgomery","Instructor","montgomerym@cersd.org","Michele Montgomery","Instructor","Mastery Transcript Consortium"
2023,567,"Springhouse Community School","144 Silver Maple Lane","Pilot","Virginia","0","www.springhouse.org",NA,"Independent (private) school","Rural",1,0,0,18,0,0,0.23,0.06,0.11,0.06,0,0.77,0,0.75,0.17,0,0,0,0,0,1,"Intergenerational learning community; Day School for teens ages 13-18","I believe the learners sum it up best:   “I would not be who or where I am today without Springhouse. Here, I am not a grade or a label; I am seen and valued as the whole person that I am, with all that comes with it.”  Tati Springhouse Day School Graduate 2022",NA,NA,"0 - 24% people of color","0 - 24% people of color","Nonbinary","White",NA,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"We have an adult program that partially integrates with our teen Day School",NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,"Our school includes learners of diverse backgrounds, including being previously involved in the juvenile justice system, being born outside of the United States, and being a part of the LGBTQIA+ community (nearly half of our learners identify as a part of this community).",1,1,1,1,1,1,1,1,1,1,4,6,3,10,9,5,8,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h@springhouse.org","H. Leopold","Vitality-Centered Education Lead","h@springhouse.org","H. Leopold","Vitality-Centered Education Lead","Mastery Transcript Consortium"
2023,555,"Grayson High School","50 Hope Hollow Rd","Loganville","Georgia","Gwinnett County Public Schools","https://www.gcpsk12.org/GraysonHS","130255002387","Public district school","Suburban",0,1,0,3231,0,0.06,0.8,0.54,0.16,0.04,0,0.2,0.02,0.36,0.11,0,0,0,0,0,1,"Traditional Public School","The learning environment is designed to create a sense of belonging for each and every student.  The work of our faculty and staff in meeting our students where they are academically and helping them to make progress no matter where they start is our priority and focus.  Grayson High School strives to add value to a child's education from year to year causing students to make academic gains in the four core discipline areas of Math, Science, Language Arts, and Social Studies.  Students are provided academic opportunities in a variety of course selections, including Advanced Placement, Modern Classical Languages, STEAM (science, technology, engineering, arts, and math), Dual Enrollment, and Gifted and Talented.  In addition to the focus on the four core areas, our students explore careers beyond the classroom through the Grayson Technical Educational Program.  Students may select from a variety of programs such as; Digital Media, Veterinarian, Culinary Arts, and Photography.  The plethora of course selections and hands-on learning experiences allows our students to foster their sense of belonging within our school culture.",NA,NA,"50 - 74% people of color","25 - 49% people of color","Man","Black",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,0.51,0.38,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,0,NA,1,0,1,1,1,0,1,0,0,1,3,0,4,5,1,0,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dana.pugh@gcpsk.12.org","Dana Pugh","Principal","dana.pugh@gcpsk.12.org","Dana Pugh","Principal","GreatSchools"
2023,549,"Phoenix Modern","200 E Mitchell Dr","Phoenix","Arizona","New Learning Ventures Inc.","https://phoenixmodern.org/","040099003649","Public charter school","Urban",0,0,1,108,0.03,0.02,0.47,0.03,0.32,0.07,0,0.53,0,0.1,0.18,0,0,0,0,0,0,NA,"At Phoenix Modern, learners begin a journey of discovery and growth in a tight-knit community. They form community with their peers as they begin to take on responsibility for their own learning and how to care for others. Learners are inspired and equipped to advance in core skills while also facing opportunities to explore and create in a variety of topics. Throughout their experience, learners grow in their self-awareness and awareness of others, as well as their in their ability to solve problems and use resources to accomplish goals.",NA,NA,NA,"0 - 24% people of color","Man","White",NA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,0.31,0.13,1,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,1,1,1,1,1,1,1,0,0,1,7,8,2,3,6,5,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"andrew@newlearningventures.org","Andrew Collins","School Director","andrew@newlearningventures.org","Andrew Collins","School Director","A for Arizona"
2023,545,"Acton Academy Venice Beach","2210 Lincoln Blvd, Suite 13","Venice","California","0","www.actonvenice.org","A1700094","Independent (private) school","Urban",0,0,1,19,0,0.15,0.3,0,0.11,0.15,0,0.7,0,0,0,0,0,1,0,0,0,NA,"Our project-based approach with a narrative format allows for the learners to apply knowledge across subjects and disciplines allowing for deeper learning and understanding.  The daily learning objective is for each student to learn how to learn, learn how to do and learn how to be. Through personal empowerment, agency, and responsibility, character growth drives our curriculum with students taking charge of managing and governing their own learning path and school community. Each graduate will be equipped to lead an organization, create curriculum, and inspire others to follow a Hero’s Journey.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,1,6,7,4,9,5,2,3,1,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dkfoltz@gmail.com","Dani Foltz-Smith","Founder/Head of School","dkfoltz@gmail.com","Dani Foltz-Smith","Founder/Head of School","Mastery Transcript Consortium"
2023,541,"Clark Street Community School","2100 Bristol Street","Middleton","Wisconsin","Middleton-Cross Plains Area School District","https://www.mcpasd.k12.wi.us/o/clark-street","550951002882","Public charter school","Suburban",0,1,0,100,0.01,0.02,0.24,0.03,0.07,0.11,0,0.76,0.03,0.33,0.31,0,0,1,1,0,0,NA,"Clark Street Community School seeks create a learning environment where every child knows they belong, deeply understands their personal genius and confidently understands how they can use it for the greater good.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","White",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,0.6,0.33,1,0,1,0,0,0,0,0,0,1,1,"Students who identify as LGBTQ+ Yes.  Definitely",1,0,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,5,9,2,8,7,4,6,1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jgurtner@mcpasd.k12.wi.us","Jill Gurtner","Principal","jgurtner@mcpasd.k12.wi.us","Jill Gurtner","Principal","Mastery Transcript Consortium"
2023,540,"The Delta School","5101 Highway 61","Wilson","Arkansas","N/A","www.thedeltaschool.org",NA,"Independent (private) school","Rural",1,0,0,92,0,0.05,0.15,0.02,0.03,0.05,0,0.85,0,0.54,0.42,0,0,1,0,0,0,NA,"A space that nurtures unique identity development, creates space for deep reflexivity through thought-provoking project discoveries, and cultivates the individualized strengths of learners resulting in a culture of rich collaboration without unnecessary competition.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Man","White",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,NA,0,0,0,1,0,NA,0,1,0,1,1,1,1,1,0,0,0,4,0,3,5,1,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrew.podoll@thedeltaschool.org","Andrew Podoll","Head of School (Chief Educational Designer)","Andrew.podoll@thedeltaschool.org","Andrew Podoll","Head of School (Chief Educational Designer)","Mastery Transcript Consortium"
2023,539,"Enosburg Falls Junior/Senior High School","P.O. Box 417","Enosburg Falls","Vermont","Enosburgh-richford Unified Union School District #88","http://www.ehornets.org/","500044400022","Public district school","Rural",1,0,0,277,0.01,0.01,0.03,0.01,0.01,0.01,0,0.97,0.01,0.38,0.13,0,1,0,0,1,0,NA,"We aspire to be an equitable community of learners who encourage excellence and honor growth. The environment is designed to create an experience that is empowering and independent.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Man","White",NA,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,NA,NA,0,1,0,1,1,0,0,0,0,1,0,NA,1,0,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,9,8,7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maggie.cavazos@fnesu.org","Maggie Cavazos","Personalization Coordinator","maggie.cavazos@fnesu.org","Maggie Cavazos","Personalization Coordinator","Mastery Transcript Consortium"
