Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2022-11_NewSchools Venture Fund_PilotED Bethel Park,Nominator_2022-11,444,"Public charter school, Public charter school"
Nominator_2020-11_Kentucky Department of Education: Office of Continuous Improvement and Support_Lewisburg Elementary,Nominator_2020-11,445,Public district school
Nominator_2020-11_Kentucky Department of Education: Office of Continuous Improvement and Support_Eminence High School,Nominator_2020-11,446,"Public district school, Public district school"
Nominator_2024-10_Next Generation Learning Challenges_Eminence High School,Nominator_2024-10,446,"Public district school, Public district school"
Nominator_2020-11_State Public Charter School Commission_Mālama Honua Public Charter School,Nominator_2020-11,447,Public charter school
"Nominator_2020-11_State Public Charter School Commission_""Ke Kula ʻo Samuel M. Kamakau, LPCS""",Nominator_2020-11,448,Public charter school
"Nominator_2020-11_State Public Charter School Commission_""Ke Kula ʻo Nāwahīokalaniʻōpuʻu Iki, LPCS""",Nominator_2020-11,449,
Nominator_2020-11_Diverse Charter Schools Coalition_Lycée Français de la Nouvelle Orléans,Nominator_2020-11,450,
Nominator_2020-11_Diverse Charter Schools Coalition_Bricolage Academy,Nominator_2020-11,451,"Public charter school, Public charter school"
Nominator_2022-11_NewSchools Venture Fund_Bricolage Academy,Nominator_2022-11,451,"Public charter school, Public charter school"
Nominator_2022-11_Center on Reinventing Public Education_Nokomis Regional High,Nominator_2022-11,452,"Public district school, Public district school"
Nominator_2020-11_Great Schools Partnership_Nokomis Regional High,Nominator_2020-11,452,"Public district school, Public district school"
Nominator_2020-11_Maine Curriculum Leaders Association_Mattanawcook Junior High School,Nominator_2020-11,453,
Nominator_2020-11_Maine Curriculum Leaders Association_Ella Burr Elementary,Nominator_2020-11,454,
Nominator_2020-11_The Learning Accelerator_Uxbridge High School,Nominator_2020-11,455,Public district school
Nominator_2020-11_Fielding International_High School for the Recording Arts,Nominator_2020-11,456,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Transcend_High School for the Recording Arts,Nominator_2025-10,456,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Transcend_High School for the Recording Arts,Nominator_2025-10,456,"Public charter school, Public charter school, Public charter school, Public charter school"
"Nominator_2020-11_NACA Inspired Schools Network_""Dził Ditł'ooi School of Empowerment, Action, and Perseverance (DEAP)""",Nominator_2020-11,457,Public charter school
Nominator_2022-11_Center on Reinventing Public Education_The Albuquerque Sign Language Academy,Nominator_2022-11,458,"Public charter school, Public charter school"
Nominator_2020-11_Education Resources Consortium_The Albuquerque Sign Language Academy,Nominator_2020-11,458,"Public charter school, Public charter school"
Nominator_2020-11_New Hampshire Learning Initiative_Newport High School,Nominator_2020-11,459,
Nominator_2020-11_New Hampshire Learning Initiative_Salem High School (NH),Nominator_2020-11,460,
Nominator_2020-11_Montana Office of Public Instruction_Dixon School,Nominator_2020-11,461,
Nominator_2020-11_Minnesota Learner-Centered Network_Spring Grove School,Nominator_2020-11,462,Public district school
Nominator_2020-11_Minnesota Learner-Centered Network_Minnesota Center for Advanced Professional Studies,Nominator_2020-11,463,
Nominator_2020-11_Minnesota Learner-Centered Network_Level Up Academy,Nominator_2020-11,464,
Nominator_2020-11_Minnesota Learner-Centered Network_Paladin Career and Technical High School,Nominator_2020-11,465,Public charter school
Nominator_2021-12_Mastery Transcript Consortium_The Forest School,Nominator_2021-12,466,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_The Forest School,Nominator_2022-11,466,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_The Forest School,Nominator_2023-11,466,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_The Forest School,Nominator_2024-10,466,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2020-11_Transcend_The Forest School,Nominator_2020-11,466,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2020-11_Next Generation Learning Challenges_KM Global,Nominator_2020-11,467,
Nominator_2023-11_Center on Reinventing Public Education_Da Vinci Communications,Nominator_2023-11,468,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-11_Moonshot EdVentures_Da Vinci Communications,Nominator_2020-11,468,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Next Generation Learning Challenges_Da Vinci Communications,Nominator_2025-10,468,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Next Generation Learning Challenges_Da Vinci Communications,Nominator_2023-11,468,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Center on Reinventing Public Education_Da Vinci Science,Nominator_2023-11,469,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-11_Moonshot EdVentures_Da Vinci Science,Nominator_2020-11,469,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Next Generation Learning Challenges_Da Vinci Science,Nominator_2023-11,469,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_A Revolution in Education_Da Vinci Design,Nominator_2025-10,470,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Center on Reinventing Public Education_Da Vinci Design,Nominator_2023-11,470,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-11_Moonshot EdVentures_Da Vinci Design,Nominator_2020-11,470,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Next Generation Learning Challenges_Da Vinci Design,Nominator_2025-10,470,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Next Generation Learning Challenges_Da Vinci Design,Nominator_2023-11,470,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-11_Vermont Agency of Education_Woodstock Union Middle/High School,Nominator_2020-11,471,Public district school
Nominator_2020-11_Vermont Learning for the Future_Burlington City & Lake Semester,Nominator_2020-11,472,Public district school
Nominator_2022-11_Barr Foundation_Winooski Middle High School,Nominator_2022-11,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Winooski Middle High School,Nominator_2021-12,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2025-10_Next Generation Learning Challenges_Winooski Middle High School,Nominator_2025-10,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2020-11_UP for Learning_Winooski Middle High School,Nominator_2020-11,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2022-11_Vermont Agency of Education_Winooski Middle High School,Nominator_2022-11,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2020-11_Vermont Learning for the Future_Winooski Middle High School,Nominator_2020-11,473,"Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2020-11_Education Evolving_EdVisions Off Campus School,Nominator_2020-11,474,"Public charter school, Public charter school"
Nominator_2025-10_Innovative Quality Schools_EdVisions Off Campus School,Nominator_2025-10,474,"Public charter school, Public charter school"
Nominator_2020-11_MiCoOp_Link Learning,Nominator_2020-11,475,Public district school
Nominator_2022-11_The Center for Learner Equity_Wish Community School,Nominator_2022-11,476,"Public charter school, Public charter school"
Nominator_2020-11_The Center for Learner Equity_Wish Community School,Nominator_2020-11,476,"Public charter school, Public charter school"
Nominator_2020-11_The Center for Learner Equity_Paramount Brookside,Nominator_2020-11,477,Public charter school
Nominator_2020-11_MiCoOp_West Michigan Virtual Academy,Nominator_2020-11,478,Public district school
Nominator_2020-11_Diverse Charter Schools Coalition_Central Queens Academy - Middle School,Nominator_2020-11,479,Public charter school
Nominator_2020-11_Achievement Network_Manara Leadership Academy,Nominator_2020-11,480,Public charter school
Nominator_2020-11_Achievement Network_Arlington STEM Academy,Nominator_2020-11,481,Public charter school
Nominator_2020-11_Achievement Network_Irving Elementary,Nominator_2020-11,482,Public charter school
Nominator_2020-11_Diverse Charter Schools Coalition_Detroit Prep,Nominator_2020-11,483,"Public charter school, Public charter school"
Nominator_2022-11_NewSchools Venture Fund_Detroit Prep,Nominator_2022-11,483,"Public charter school, Public charter school"
Nominator_2021-12_Fielding International_Exploration High School,Nominator_2021-12,493,"Public charter school, Public charter school"
Nominator_2021-12_Fielding International_Exploration High School,Nominator_2021-12,493,"Public charter school, Public charter school"
Nominator_2021-12_The Mind Trust_Tindley Summit Academy,Nominator_2021-12,494,Public charter school
Nominator_2021-12_Next STEP High_Revolution School,Nominator_2021-12,495,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Revolution School,Nominator_2023-11,495,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Transcend_Revolution School,Nominator_2022-11,495,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Robin Hood Learning + Technology Fund_PS 13 Clement C Moore,Nominator_2021-12,497,Public district school
Nominator_2021-12_Clayton Christensen Institute_Wilder Middle School,Nominator_2021-12,498,Public district school
Nominator_2021-12_Clayton Christensen Institute_Village High School,Nominator_2021-12,499,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2022-11_Clayton Christensen Institute_Village High School,Nominator_2022-11,499,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2023-11_Clayton Christensen Institute_Village High School,Nominator_2023-11,499,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_The Learning Accelerator_Village High School,Nominator_2021-12,499,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2025-10_Transcend_Village High School,Nominator_2025-10,499,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Clayton Christensen Institute_Innovations Early College High School,Nominator_2021-12,500,"Public district school, Public charter school"
Nominator_2024-10_Clayton Christensen Institute_Innovations Early College High School,Nominator_2024-10,500,"Public district school, Public charter school"
Nominator_2023-11_Clayton Christensen Institute_Launch High,Nominator_2023-11,501,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2021-12_Mastery Transcript Consortium_Launch High,Nominator_2021-12,501,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Launch High,Nominator_2023-11,501,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Launch High,Nominator_2024-10,501,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2021-12_Mastery Transcript Consortium_Liberty Academy,Nominator_2021-12,502,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2022-11_Mastery Transcript Consortium_Liberty Academy,Nominator_2022-11,502,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Liberty Academy,Nominator_2023-11,502,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Liberty Academy,Nominator_2024-10,502,"Public district school, Public district school, Public district school, Public charter school"
Nominator_2021-12_Mastery Transcript Consortium_Montessori Adolescent Program,Nominator_2021-12,503,Independent (private) school
Nominator_2021-12_Transcend_DREAM Charter School,Nominator_2021-12,504,Public charter school
Nominator_2024-10_Transcend_Brooklyn Free School,Nominator_2024-10,505,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Transcend_Brooklyn Free School,Nominator_2021-12,505,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Transcend_Red Bridge,Nominator_2021-12,506,Independent (private) school
Nominator_2021-12_Transcend_Mesita Elementary,Nominator_2021-12,507,"Public district school, Public district school"
Nominator_2024-10_Transcend_Mesita Elementary,Nominator_2024-10,507,"Public district school, Public district school"
Nominator_2022-11_Rogers Family Foundation_ARISE High,Nominator_2022-11,508,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Transcend_ARISE High,Nominator_2021-12,508,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Transcend_ARISE High,Nominator_2023-11,508,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Transcend_ARISE High,Nominator_2025-10,508,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2022-11_Transcend_ARISE High,Nominator_2022-11,508,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_New Tech Network_Winton Woods High School,Nominator_2023-11,509,"Public district school, Public district school"
Nominator_2021-12_Transcend_Winton Woods High School,Nominator_2021-12,509,"Public district school, Public district school"
Nominator_2025-10_Learner-Centered Collaborative_Creativity Challenge Community,Nominator_2025-10,510,"Public district school, Public district school, Public district school, Public district school"
Nominator_2022-11_Transcend_Creativity Challenge Community,Nominator_2022-11,510,"Public district school, Public district school, Public district school, Public district school"
Nominator_2023-11_Transcend_Creativity Challenge Community,Nominator_2023-11,510,"Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Transcend_Creativity Challenge Community,Nominator_2021-12,510,"Public district school, Public district school, Public district school, Public district school"
Nominator_2025-10_Transcend_Creativity Challenge Community,Nominator_2025-10,510,"Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Texas Public Charter Schools Association_Nyos Charter School,Nominator_2021-12,511,"Public charter school, Public charter school"
Nominator_2021-12_Transcend_Nyos Charter School,Nominator_2021-12,511,"Public charter school, Public charter school"
Nominator_2021-12_Transcend_Long-View Learning,Nominator_2021-12,512,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Long-View Learning,Nominator_2023-11,512,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Transcend_Long-View Learning,Nominator_2024-10,512,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Transcend_Momentous School,Nominator_2021-12,513,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Transcend_Momentous School,Nominator_2024-10,513,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Transcend_[Non-Operating] Forest Freedom School,Nominator_2021-12,514,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Transcend_[Non-Operating] Forest Freedom School,Nominator_2024-10,514,"Independent (private) school, Independent (private) school"
Nominator_2025-10_Innovative Quality Schools_St. Paul School of Northern Lights,Nominator_2025-10,515,"Public charter school, Public charter school"
Nominator_2021-12_Transcend_St. Paul School of Northern Lights,Nominator_2021-12,515,"Public charter school, Public charter school"
Nominator_2021-12_Transcend_George Washington Elementary,Nominator_2021-12,516,"Public district school, Public district school"
Nominator_2024-10_Transcend_George Washington Elementary,Nominator_2024-10,516,"Public district school, Public district school"
Nominator_2021-12_Indiana Department of Education_Career Academy High School,Nominator_2021-12,517,Public charter school
Nominator_2021-12_Open Way Learning_Richland Two Institute of Innovation (R2i2),Nominator_2021-12,518,Other
Nominator_2021-12_Robin Hood Learning + Technology Fund_PS 86 Kingsbridge Heights,Nominator_2021-12,519,Public district school
Nominator_2021-12_Colorado Education Initiative_Penrose Elementary School,Nominator_2021-12,520,Public district school
Nominator_2021-12_Colorado Education Initiative_Middle Park High School,Nominator_2021-12,521,Public district school
Nominator_2021-12_Colorado Education Initiative_Yampa Valley High School,Nominator_2021-12,522,"Public district school,Other"
Nominator_2023-11_Bluum_Elevate Academy Caldwell,Nominator_2023-11,523,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Bluum_Elevate Academy Caldwell,Nominator_2021-12,523,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_National Charter Schools Institute_Elevate Academy Caldwell,Nominator_2025-10,523,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_NewSchools Venture Fund_Elevate Academy Caldwell,Nominator_2021-12,523,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Clayton Christensen Institute_Slope School,Nominator_2021-12,524,"Microschool, Independent (private) school"
Nominator_2025-10_Guide School_Slope School,Nominator_2025-10,524,"Microschool, Independent (private) school"
Nominator_2021-12_Clayton Christensen Institute_Charter School of San Diego,Nominator_2021-12,525,Public charter school
Nominator_2021-12_Clayton Christensen Institute_Crossroads FLEX,Nominator_2021-12,526,Public district school
Nominator_2021-12_Clayton Christensen Institute_Springs Studio for Academic Excellence,Nominator_2021-12,527,Public district school
Nominator_2021-12_Center for Black Educator Development_KIPP Philadelphia Preparatory Academy,Nominator_2021-12,528,Public charter school
Nominator_2021-12_Indiana Department of Education_Brown County High School,Nominator_2021-12,529,Public district school
Nominator_2021-12_Penobscot River Educational Partnership_Helen S Dunn Elementary School,Nominator_2021-12,530,Public district school
Nominator_2021-12_Indiana Department of Education_Arsenal Technical High School,Nominator_2021-12,531,Public district school
Nominator_2022-11_Mastery Transcript Consortium_Cabot School,Nominator_2022-11,532,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Cabot School,Nominator_2023-11,532,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_Cabot School,Nominator_2024-10,532,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Cabot School,Nominator_2021-12,532,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Vermont Agency of Education_Cabot School,Nominator_2021-12,532,"Public district school, Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_MiCoOp_Turrill Elementary School,Nominator_2021-12,534,Public district school
Nominator_2021-12_Horizons Alternative Education School_CLK Engage at CLK Elementary School,Nominator_2021-12,535,"School-within-school (a smaller, largely autonomous school inside of a public district school), Microschool, Public district school"
Nominator_2021-12_MiCoOp_CLK Engage at CLK Elementary School,Nominator_2021-12,535,"School-within-school (a smaller, largely autonomous school inside of a public district school), Microschool, Public district school"
Nominator_2022-11_MiCoOp_CLK Engage at CLK Elementary School,Nominator_2022-11,535,"School-within-school (a smaller, largely autonomous school inside of a public district school), Microschool, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Mead Senior High School,Nominator_2021-12,536,"Public district school,School-within-school (a smaller, largely autonomous school inside of a public district school), Public district school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Mead Senior High School,Nominator_2023-11,536,"Public district school,School-within-school (a smaller, largely autonomous school inside of a public district school), Public district school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Mead Senior High School,Nominator_2024-10,536,"Public district school,School-within-school (a smaller, largely autonomous school inside of a public district school), Public district school, Public charter school"
Nominator_2022-11_KnowledgeWorks_Northern Cass High School,Nominator_2022-11,537,"Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Northern Cass High School,Nominator_2021-12,537,"Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Grayson School,Nominator_2021-12,538,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_Grayson School,Nominator_2022-11,538,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Grayson School,Nominator_2023-11,538,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_Grayson School,Nominator_2024-10,538,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_Enosburg Falls Junior/Senior High School,Nominator_2021-12,539,"Public district school, Public district school, Public district school, Public district school"
Nominator_2022-11_Mastery Transcript Consortium_Enosburg Falls Junior/Senior High School,Nominator_2022-11,539,"Public district school, Public district school, Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Enosburg Falls Junior/Senior High School,Nominator_2023-11,539,"Public district school, Public district school, Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_Enosburg Falls Junior/Senior High School,Nominator_2024-10,539,"Public district school, Public district school, Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_The Delta School,Nominator_2021-12,540,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_The Delta School,Nominator_2022-11,540,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_The Delta School,Nominator_2023-11,540,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_The Delta School,Nominator_2024-10,540,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Clayton Christensen Institute_Clark Street Community School,Nominator_2023-11,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Clayton Christensen Institute_Clark Street Community School,Nominator_2025-10,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Mastery Transcript Consortium_Clark Street Community School,Nominator_2021-12,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2022-11_Mastery Transcript Consortium_Clark Street Community School,Nominator_2022-11,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Clark Street Community School,Nominator_2023-11,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Clark Street Community School,Nominator_2024-10,541,"Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Utah State Board of Education_Utah Career Path High School,Nominator_2021-12,542,Public charter school
Nominator_2024-10_Transcend_Milton Senior High School,Nominator_2024-10,543,"Public district school, Public district school"
Nominator_2021-12_UP for Learning_Milton Senior High School,Nominator_2021-12,543,"Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Brightworks,Nominator_2021-12,544,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_Brightworks,Nominator_2022-11,544,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Brightworks,Nominator_2023-11,544,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_Brightworks,Nominator_2024-10,544,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_Acton Academy Venice Beach,Nominator_2021-12,545,"Microschool, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_Acton Academy Venice Beach,Nominator_2022-11,545,"Microschool, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Acton Academy Venice Beach,Nominator_2023-11,545,"Microschool, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_Acton Academy Venice Beach,Nominator_2024-10,545,"Microschool, Independent (private) school, Independent (private) school"
Nominator_2021-12_Office of Innovation for Education in Arkansas_Rogers New Technology High School,Nominator_2021-12,547,Public district school
Nominator_2021-12_A for Arizona_Phoenix Modern,Nominator_2021-12,549,Public charter school
Nominator_2021-12_A for Arizona_Gowan Science Academy,Nominator_2021-12,550,Public district school
Nominator_2021-12_A for Arizona_Tanque Verde High School,Nominator_2021-12,551,Public district school
Nominator_2021-12_GreatSchools_Arabia Mountain High School - Academy of Engineering- Medic,Nominator_2021-12,552,Public district school
Nominator_2021-12_Tennessee Charter School Center_Ivy Academy Inc.,Nominator_2021-12,554,Public charter school
Nominator_2021-12_GreatSchools_Grayson High School,Nominator_2021-12,555,"Public district school,School-within-school (a smaller, largely autonomous school inside of a public district school)"
Nominator_2021-12_GreatSchools_IDEA Frontier College Preparatory,Nominator_2021-12,556,Public charter school
Nominator_2021-12_GreatSchools_Young Women's Preparatory Academy,Nominator_2021-12,558,Public district school
Nominator_2021-12_A for Arizona_Holladay Intermediate Magnet School,Nominator_2021-12,559,"Alternative to school (e.g., homeschooling cooperative, learning hub)"
Nominator_2021-12_GreatSchools_Veterans Memorial Early College H S,Nominator_2021-12,560,Public district school
Nominator_2021-12_GreatSchools_Valle Verde Early College H S,Nominator_2021-12,561,Public district school
Nominator_2021-12_GreatSchools_Salem Academy Charter School,Nominator_2021-12,562,Public charter school
Nominator_2021-12_GreatSchools_Jimmy Carter Early College High School,Nominator_2021-12,563,Public district school
Nominator_2021-12_Mastery Transcript Consortium_Phillips Academy,Nominator_2021-12,564,"Independent (private) school,School-within-school (a smaller, largely autonomous school inside of a public district school), Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_Phillips Academy,Nominator_2022-11,564,"Independent (private) school,School-within-school (a smaller, largely autonomous school inside of a public district school), Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_[Non-Operating School] RISE Academy,Nominator_2021-12,565,Public district school
Nominator_2021-12_Mastery Transcript Consortium_Sequoyah School,Nominator_2021-12,566,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Sequoyah School,Nominator_2023-11,566,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_Sequoyah School,Nominator_2024-10,566,"Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_Springhouse Community School,Nominator_2021-12,567,"Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_Springhouse Community School,Nominator_2022-11,567,"Independent (private) school, Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_Swiftwater Alternative High School,Nominator_2021-12,568,"Public district school, Public district school, Public district school"
Nominator_2022-11_Mastery Transcript Consortium_Swiftwater Alternative High School,Nominator_2022-11,568,"Public district school, Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Swiftwater Alternative High School,Nominator_2023-11,568,"Public district school, Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_The Sycamore School,Nominator_2021-12,569,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2022-11_Mastery Transcript Consortium_The Sycamore School,Nominator_2022-11,569,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_The Sycamore School,Nominator_2023-11,569,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_The Sycamore School,Nominator_2024-10,569,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2021-12_Mastery Transcript Consortium_Two Rivers School,Nominator_2021-12,570,"Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Two Rivers School,Nominator_2023-11,570,"Public district school, Public district school"
Nominator_2021-12_Mastery Transcript Consortium_Utah Schools for the Deaf and the Blind,Nominator_2021-12,571,"Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Utah Schools for the Deaf and the Blind,Nominator_2023-11,571,"Public district school, Public district school"
Nominator_2021-12_Center on Reinventing Public Education_School to Purpose Academies,Nominator_2021-12,572,"Public charter school,Microschool, Alternative to school (e.g., homeschooling cooperative, learning hub)"
